id_article,authors,title,year,volume,first_page,last_page,pubmed,medline
12961,"Soldo, B., Lazarevic, V., Pooley, H. M., Karamata, D.",Characterization of a Bacillus subtilis thermosensitive teichoic acid-deficient mutant: gene mnaA (yvyH) encodes the UDP-N-acetylglucosamine 2-epimerase.,2002,184,4316,4320,12107153,NULL
12962,"Wurster, B. and Hess, B.",Glucose-6-phosphate-1-epimerase from baker's yeast. A new enzyme. ,1972,23,341,348,NULL,NULL
12963,"Maley, F. and Maley, G.F.",The enzymic conversion of glucosamine to galactosamine. ,1959,31,577,578,NULL,NULL
12964,"Silbert, J.E. and Brown, D.H.",Enzymic synthesis of uridine diphosphate glucosamine and heparin from ((14)C)glucosamine by a mouse mast-cell tumor. ,1961,54,590,592,NULL,NULL
12965,"Jacobsson, I., Baeckstroem, G., Hoeoek, M., Lindahl, U., Feingold, D.S., Malmstroem, A. and Roden, L.",Biosynthesis of heparin. Assay and properties of the microsomal uronosyl C-5 epimerase.,1979,254,2975,2982,107165,79151034
12966,"Barber, G.A. and Hebda, P.A.",GDP-D-mannose: GDP-L-galactose epimerase from Chlorella pyrenoidosa.,1982,83,522,525,7098948,82244824
12967,"Hebda, P.A., Behrman, E.J. and Barber, G.A.",The guanosine 5'-diphosphate D-mannose: guanosine 5'-diphosphate L-galactose epimerase of Chlorella pyrenoidosa. Chemical synthesis of guanosine 5'-diphosphate L-galactose and further studies of the enzyme and the reaction it catalyzes.,1979,194,496,502,443816,79186171
12968,"Malmstroem, A. and Aberg, L.",Biosynthesis of dermatan sulfate. Assay and properties of the uronosyl C-5 epimerase. ,1982,201,489,493,7092807,82231184
12969,"Ding, L., Seto, B.L., Ahmed, S.A., Coleman, W.G., Jr.","Purification and properties of the Escherichia coli K-12 NAD-dependent nucleotide diphosphosugar epimerase, ADP-L-glycero-D-manno-heptose 6-epimerase.",1994,269,24384,24390,7929099,95014184
12970,"Raetz, C.R.H.",Biochemistry of endotoxins. ,1990,58,129,170,1695830,90328738
12971,"Shirokane, Y. and Suzuki, M.","A novel enzyme, maltose 1-epimerase from Lactobacillus brevis IFO 3345.",1995,367,177,179,7796915,NULL
12972,"Yew, W.S. and Gerlt, J.A.",Utilization of L-ascorbate by Escherichia coli K-12: assignments of functions to products of the yjf-sga and yia-sgb operons.,2002,184,302,306,11741871,NULL
12973,"Westman, E.L., McNally, D.J., Rejzek, M., Miller, W.L., Sri Kannathasan, V., Preston, A., Maskell, D.J., Field, R.A., Brisson, J.-R. and Lam, J.S.","Identification and biochemical characterization of two novel UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronic acid 2-epimerases from respiratory pathogens.",2007,405,123,130,17346239,NULL
12974,"Westman, E.L., McNally, D.J., Rejzek, M., Miller, W.L., Sri Kannathasan, V., Preston, A., Maskell, D.J., Field, R.A., Brisson, J.-R. and Lam, J.S.","Erratum report. Identification and biochemical characterization of two novel UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronic acid 2-epimerases from respiratory pathogens.",2007,405,625,NULL,NULL,NULL
12975,"Sri Kannathasan, V., Staines, A.G., Dong, C.J., Field, R.A., Preston, A.G., Maskell, D.J. and Naismith, J. H.","Overexpression, purification, crystallization and data collection on the Bordetella pertussis wlbD gene product, a putative UDP-GlcNAc 2'-epimerase.",2001,57,1310,1312,11526328,NULL
12976,"Severi, E., Mueller, A., Potts, J. R., Leech, A., Williamson, D., Wilson, K. S., Thomas, G. H.",Sialic acid mutarotation is catalyzed by the Escherichia coli beta-propeller protein YjhT.,2008,283,4841,4849,18063573,NULL
12977,"Yoo, H. G., Kwon, S. Y., Karki, S., Kwon, H. J.",A new route to dTDP-6-deoxy-l-talose and dTDP-L-rhamnose: dTDP-L-rhamnose 4-epimerase in Burkholderia thailandensis.,2011,21,3914,3917,21640586,NULL
12978,"Rush, J. S., Alaimo, C., Robbiani, R., Wacker, M., Waechter, C. J.",A novel epimerase that converts GlcNAc-P-P-undecaprenol to GalNAc-P-P-undecaprenol in Escherichia coli O157.,2010,285,1671,1680,19923219,NULL
12979,"Sohng, J. K., Kim, H. J., Nam, D. H., Lim, D. O., Han, J. M., Lee, H. J., Yoo, J. C.","Cloning, expression, and biological function of a dTDP-deoxyglucose epimerase (gerF) gene from Streptomyces sp. GERI-155.",2004,26,185,191,15049360,NULL
12980,"Thuy, T. T., Liou, K., Oh, T. J., Kim, D. H., Nam, D. H., Yoo, J. C., Sohng, J. K.","Biosynthesis of dTDP-6-deoxy-beta-D-allose, biochemical characterization of dTDP-4-keto-6-deoxyglucose reductase (GerKI) from Streptomyces sp. KCTC 0041BP.",2007,17,119,126,17053005,NULL
12981,"Kubiak, R. L., Phillips, R. K., Zmudka, M. W., Ahn, M. R., Maka, E. M., Pyeatt, G. L., Roggensack, S. J., Holden, H. M.",Structural and functional studies on a 3'-epimerase involved in the biosynthesis of dTDP-6-deoxy-D-allose.,2012,51,9375,9383,23116432,NULL
12982,"Kneidinger, B., O'Riordan, K., Li, J., Brisson, J. R., Lee, J. C., Lam, J. S.",Three highly conserved proteins catalyze the conversion of UDP-N-acetyl-D-glucosamine to precursors for the biosynthesis of O antigen in Pseudomonas aeruginosa O11 and capsule in Staphylococcus aureus type 5. Implications for the UDP-N-acetyl-L-fucosamine biosynthetic pathway.,2003,278,3615,3627,12464616,NULL
12983,"Mulrooney, E. F., Poon, K. K., McNally, D. J., Brisson, J. R., Lam, J. S.","Biosynthesis of UDP-N-acetyl-L-fucosamine, a precursor to the biosynthesis of lipopolysaccharide in Pseudomonas aeruginosa serotype O11.",2005,280,19535,19542,15778500,NULL
12984,"Kim, M. S., Shin, J., Lee, W., Lee, H. S., Oh, B. H.",Crystal structures of RbsD leading to the identification of cytoplasmic sugar-binding proteins with a novel folding architecture.,2003,278,28173,28180,12738765,NULL
12985,"Ryu, K. S., Kim, C., Kim, I., Yoo, S., Choi, B. S., Park, C.",NMR application probes a novel and ubiquitous family of enzymes that alter monosaccharide configuration.,2004,279,25544,25548,15060078,NULL
12986,"Ryu, K. S., Kim, C., Kim, I., Yoo, S., Choi, B. S., Park, C.",NMR application probes a novel and ubiquitous family of enzymes that alter monosaccharide configuration.,2004,279,25544,25548,15060078,NULL
12987,"Ryu, K. S., Kim, J. I., Cho, S. J., Park, D., Park, C., Cheong, H. K., Lee, J. O., Choi, B. S.",Structural insights into the monosaccharide specificity of Escherichia coli rhamnose mutarotase.,2005,349,153,162,15876375,NULL
12988,"Mazumder, R., Sasakawa, T., Kaziro, Y. and Ochoa, S.",Metabolism of propionic acid in animal tissues. IX. Methylmalonyl coenzyme A racemase.,1962,237,3065,3068,13934211,NULL
12989,"Overath, P., Kellerman, G.M., Lynen, F., Fritz, H.P. and Keller, H.J.",Zum Mechanismus der Umlagerung von Methylmalonyl-CoA in Succinyl-CoA. II. Versuche zur Wirkungsweise von Methylmalonyl-CoA-Isomerase and Methylmalonyl-CoA-Racemase.,1962,335,500,518,14482843,NULL
12990,"Dahm, K., Lindlau, M. and Breuer, H.",Steroid epimerase-a new enzyme of estrogen metabolism. ,1968,159,377,389,5657462,68310282
12991,"Van der Drift, L., Vogels, G.D. and van der Drift, C.",Allantoin racemase: a new enzyme from Pseudomonas species.,1975,391,240,248,237557,75184086
12992,"Schmitz, W., Fingerhut, R., Conzelmann, E.",Purification and properties of an alpha-methylacyl-CoA racemase from rat liver.,1994,222,313,323,8020470,94291625
12993,"Watabe, K., Ishikawa, T., Mukohara, Y. and Nakamura, H.",Purification and characterization of the hydantoin racemase of Pseudomonas sp. strain NS671 expressed in Escherichia coli.,1992,174,7989,7995,1459947,NULL
12994,"Wiese, A., Pietzsch, M., Syldatk, C., Mattes, R. and Altenbuchner, J.","Hydantoin racemase from Arthrobacter aurescens DSM 3747: heterologous expression, purification and characterization.",2000,80,217,230,10949312,NULL
12995,"Martinez-Rodriguez, S., Las Heras-Vazquez, F.J., Mingorance-Cazorla, L., Clemente-Jimenez, J.M. and Rodriguez-Vico, F.","Molecular cloning, purification, and biochemical characterization of hydantoin racemase from the legume symbiont Sinorhizobium meliloti CECT 4114.",2004,70,625,630,14711700,NULL
12996,"Martinez-Rodriguez, S., Las Heras-Vazquez, F.J., Clemente-Jimenez, J.M. and Rodriguez-Vico, F.",Biochemical characterization of a novel hydantoin racemase from Agrobacterium tumefaciens C58.,2004,86,77,81,15016445,NULL
12997,"Suzuki, S., Onishi, N. and Yokozeki, K.",Purification and characterization of hydantoin racemase from Microbacterium liquefaciens AJ 3912.,2005,69,530,536,15784981,NULL
12998,"Martinez-Rodriguez, S., Andujar-Sanchez, M., Neira, J.L., Clemente-Jimenez, J.M., Jara-Perez, V., Rodriguez-Vico, F. and Las Heras-Vaazquez, F.J.",Site-directed mutagenesis indicates an important role of cysteines 76 and 181 in the catalysis of hydantoin racemase from Sinorhizobium meliloti.,2006,15,2729,2738,17132860,NULL
12999,"Altenbuchner, J., Siemann-Herzberg, M. and Syldatk, C.",Hydantoinases and related enzymes as biocatalysts for the synthesis of unnatural chiral amino acids.,2001,12,559,563,11849938,NULL
13000,"Marbaix, A. Y., Noel, G., Detroux, A. M., Vertommen, D., Van Schaftingen, E., Linster, C. L.",Extremely conserved ATP- or ADP-dependent enzymatic system for nicotinamide nucleotide repair.,2011,286,41246,41252,21994945,NULL
13001,"Behrman, E.J. and Stanier, R.Y.",The bacterial oxidation of nicotinic acid. ,1957,228,923,945,NULL,NULL
13002,"Edwards, S.W. and Knox, W.E.",Homogentisate metabolism: the isomerization of methylacetoacetate by an enzyme which requires glutathione. ,1956,220,79,91,NULL,NULL
13003,"Lack, L.",Enzymic cis-trans isomerization of maleylpyruvic acid.,1961,236,2835,2840,NULL,NULL
13004,"Seltzer, S.",Purification and properties of maleylacetone cis-trans isomerase from Vibrio 01.,1973,248,215,222,4692831,73143743
13005,"Lack, L.",Enzymic cis-trans isomerization of maleylpyruvic acid.,1961,236,2835,2840,NULL,NULL
13006,"Kepler, C.R. and Tove, S.B.","Biohydrogenation of unsaturated fatty acids. III. Purification and properties of linoleate Delta(12)-cis, Delta(11)-trans-isomerase from Butyrivibrio fibrosolvens.",1967,242,5686,5692,NULL,NULL
13007,"Tomoeda, M. and Kitamura, R.",A cis-trans isomerising activity of Escherichia coli. Isomerization from 2-(2-furyl)-3-cis-(5-nitro-2-furyl) acrylamide (furylfuramide) to its trans isomer.,1977,480,315,325,12827,77087967
13008,"Fischer, G. and Bang, H.",The refolding of urea-denatured ribonuclease A is catalyzed by peptidyl-prolyl cis-trans isomerase.,1985,828,39,42,3882150,NULL
13009,"Fischer, G., Bang, H. and Mech, C.",(Determination of enzymatic catalysis for the cis-trans-isomerization of peptide binding in proline-containing peptides).,1984,43,1101,1111,6395866,NULL
13010,"Fischer, G., Wittmann-Liebold, B., Lang, K., Kiefhaber, T. and Schmid, F.X.",Cyclophilin and peptidyl-prolyl cis-trans isomerase are probably identical proteins.,1989,337,476,478,2492638,NULL
13011,"Takahashi, N., Hayano, T. and Suzuki, M.",Peptidyl-prolyl cis-trans isomerase is the cyclosporin A-binding protein cyclophilin.,1989,337,473,475,2644542,NULL
13012,"Hennig, L., Christner, C., Kipping, M., Schelbert, B., Rucknagel, K.P., Grabley, S., Kullertz, G. and Fischer, G.",Selective inactivation of parvulin-like peptidyl-prolyl cis/trans isomerases by juglone.,1998,37,5953,5960,9558330,NULL
13013,"Fischer, G.",Peptidyl-prolyl cis/trans isomerases and their effectors.,1994,33,1415,1436,NULL,NULL
13014,"Harrison, R.K. and Stein, R.L.",Substrate specificities of the peptidyl prolyl cis-trans isomerase activities of cyclophilin and FK-506 binding protein: evidence for the existence of a family of distinct enzymes.,1990,29,3813,3816,1693856,NULL
13015,"Eisenmesser, E.Z., Bosco, D.A., Akke, M. and Kern, D.",Enzyme dynamics during catalysis.,2002,295,1520,1523,11859194,NULL
13016,"Anastasis, P., Freer, I., Gilmore, C., Mackie, H., Overton, K., Picken, D. and Swanson, S.",Biosynthesis of gamma-bisabolene in tissue-cultures of Andrographis paniculata.,1984,62,2079,2088,NULL,NULL
13017,"Schwien, U., Schmidt, E., Knackmuss, H.-J. and Reinecke, W.","Degradation of chlorosubstituted aromatic-compounds by Pseudomonas sp. strain-B13 - fate of 3,5-dichlorocatechol.",1988,150,78,84,NULL,NULL
13018,"Chen, Y., Li, F., Wurtzel, E. T.",Isolation and characterization of the Z-ISO gene encoding a missing component of carotenoid biosynthesis in plants.,2010,153,66,79,20335404,NULL
13019,"Li, F., Murillo, C., Wurtzel, E. T.",Maize Y9 encodes a product essential for 15-cis-zeta-carotene isomerization.,2007,144,1181,1189,17434985,NULL
13020,"Yu, Q., Ghisla, S., Hirschberg, J., Mann, V., Beyer, P.",Plant carotene cis-trans isomerase CRTISO: a new member of the FAD(red)-dependent flavoproteins catalyzing non-redox reactions.,2011,286,8666,8676,21209101,NULL
13021,"Li, Q., Farre, G., Naqvi, S., Breitenbach, J., Sanahuja, G., Bai, C., Sandmann, G., Capell, T., Christou, P., Zhu, C.",Cloning and functional characterization of the maize carotenoid isomerase and zeta-carotene hydroxylase genes and their regulation during endosperm maturation.,2010,19,1053,1068,20221689,NULL
13022,"Isaacson, T., Ronen, G., Zamir, D., Hirschberg, J.",Cloning of tangerine from tomato reveals a carotenoid isomerase essential for the production of beta-carotene and xanthophylls in plants.,2002,14,333,342,11884678,NULL
13023,"Chai, C., Fang, J., Liu, Y., Tong, H., Gong, Y., Wang, Y., Liu, M., Wang, Y., Qian, Q., Cheng, Z., Chu, C.","ZEBRA2, encoding a carotenoid isomerase, is involved in photoprotection in rice.",2011,75,211,221,21161331,NULL
13024,"Lin, H., Wang, R., Qian, Q., Yan, M., Meng, X., Fu, Z., Yan, C., Jiang, B., Su, Z., Li, J., Wang, Y.","DWARF27, an iron-containing protein required for the biosynthesis of strigolactones, regulates rice tiller bud outgrowth.",2009,21,1512,1525,19470589,NULL
13025,"Alder, A., Jamil, M., Marzorati, M., Bruno, M., Vermathen, M., Bigler, P., Ghisla, S., Bouwmeester, H., Beyer, P., Al-Babili, S.","The path from beta-carotene to carlactone, a strigolactone-like plant hormone.",2012,335,1348,1351,22422982,NULL
13026,"Meyer-Arendt, E., Beisenherz, G. and Buecher, T.",Triosephosphate isomerase.,1953,40,59,NULL,NULL,NULL
13027,"Meyerhof, O. and Beck, L.V.",Triosephosphate isomerase.,1944,156,109,120,NULL,NULL
13028,"Cohen, S.S.",Studies on D-ribulose and its enzymatic conversion to D-arabinose.,1953,201,71,84,13044776,NULL
13029,"Green, M. and Cohen, S.S.",Enzymatic conversion of L-fucose to L-fuculose.,1956,219,557,568,13319278,NULL
13030,"Seemann, J. E., Schulz, G. E.",Structure and mechanism of L-fucose isomerase from Escherichia coli.,1997,273,256,268,9367760,NULL
13031,"Takeda, K., Yoshida, H., Izumori, K., Kamitori, S.",X-ray structures of Bacillus pallidus d-arabinose isomerase and its complex with l-fucitol.,2010,1804,1359,1368,20123133,NULL
13032,"Heath, E.C., Horecker, B.L., Smyrniotis, P.Z. and Takagi, Y.",Pentose formation by Lactobacillus plantarum. II. L-arabinose isomerase.,1958,231,1031,1037,13539034,NULL
13033,"Patrick, J. W., Lee, N.",Purification and properties of an L-arabinose isomerase from Escherichia coli.,1968,243,4312,4318,4878429,69132607
13034,"Nakamatu, T. and Yamanaka, K.",Crystallization and properties of L-arabinose isomerase from Lactobacillus gayonii.,1969,178,156,165,5773448,NULL
13035,"Cheetham, P.S.J. and Wootton, A.N",Bioconversion of D-galactose into D-tagatose.,1993,15,105,108,NULL,NULL
13036,"Banerjee, S., Anderson, F., Farber, G. K.",The evolution of sugar isomerases.,1995,8,1189,1195,8869631,NULL
13037,"Manjasetty, B. A., Chance, M. R.","Crystal structure of Escherichia coli L-arabinose isomerase (ECAI), the putative target of biological tagatose production.",2006,360,297,309,16756997,NULL
13038,"Hochster, R.M. and Watson, R.W.",Enzymatic isomerization of D-xylose to D-xylulose.,1954,48,120,129,13125579,NULL
13039,"Slein, M.W.","Xylose isomerase from Pasteurella pestis, strain A-1122.",1955,77,1663,1667,NULL,NULL
13040,"Yamanaka, K.","Purification, crystallization and properties of the D-xylose isomerase from Lactobacillus brevis.",1968,151,670,680,5646045,68197964
13041,"Carrell, H. L., Glusker, J. P., Burger, V., Manfre, F., Tritsch, D., Biellmann, J. F.",X-ray analysis of D-xylose isomerase at 1.9 A: native enzyme in complex with substrate and with a mechanism-designed inactivator.,1989,86,4440,4444,2734296,NULL
13042,"Collyer, C. A., Blow, D. M.",Observations of reaction intermediates and the mechanism of aldose-ketose interconversion by D-xylose isomerase.,1990,87,1362,1366,2304904,NULL
13043,"Whitlow, M., Howard, A. J., Finzel, B. C., Poulos, T. L., Winborne, E., Gilliland, G. L.",A metal-mediated hydride shift mechanism for xylose isomerase based on the 1.6 A Streptomyces rubiginosus structures with xylitol and D-xylose.,1991,9,153,173,2006134,NULL
13044,"Allen, K. N., Lavie, A., Glasfeld, A., Tanada, T. N., Gerrity, D. P., Carlson, S. C., Farber, G. K., Petsko, G. A., Ringe, D.","Role of the divalent metal ion in sugar binding, ring opening, and isomerization by D-xylose isomerase: replacement of a catalytic metal by an amino acid.",1994,33,1488,1494,7906142,NULL
13045,"Dickens, F. and Williamson, D.H.",Pentose phosphate isomerase and epimerase from animal tissues.,1956,64,567,578,13373810,NULL
13046,"Horecker, B.L., Smyrniotis, P.Z. and Seegmiller, J.E.",The enzymatic conversion of 6-phosphogluconate to ribulose-5-phosphate and ribose-5-phosphate.,1951,193,383,396,14907726,NULL
13047,"Hurwitz, J., Weissbach, A., Horecker, B.L. and Smyrniotis, P.Z.",Spinach phosphoribulokinase.,1956,218,769,783,13295229,NULL
13048,"Palleroni, N.J. and Doudoroff, M.",Mannose isomerase of Pseudomonas saccharophila.,1956,218,535,548,NULL,NULL
13049,"Bruns, F.H., Noltmann, E. and Willemsen, A.",Phosphomannose-isomerase. I. Ueber die Aktivitaetsmessung und die Sulfhydryl-sowie die metallabhaengigkeit der Enzymirkung in einigen Tierischen Geweben.,1958,330,411,420,13596383,NULL
13050,"Gracy, R.W. and Noltmann, E.A.",Studies on phosphomannose isomerase. II. Characterization as a zinc metalloenzyme.,1968,243,4109,4116,4969968,68361169
13051,"Slein, M.W.",Phosphomannose isomerase.,1950,186,753,761,14794671,NULL
13052,"Baich, A., Wolfe, R.G. and Reithel, F.J.",The enzymes of mammary gland. I. Isolation of phosphoglucose isomerase. ,1960,235,3130,3133,NULL,NULL
13053,"Nakagawa, Y. and Noltmann, E.A.",Isolation of crystalline phosphoglucose isomerase from brewers' yeast. ,1965,240,1877,1881,NULL,NULL
13054,"Noltmann, E. and Bruns, F.H.",Reindarstellung und Eigenschaften von Phosphoglucose-isomerase aus Hefe. ,1959,331,436,445,NULL,NULL
13055,"Noltmann, E.A.",Isolation of crystalline phosphoglucose isomerase from rabbit muscle. ,1964,239,1545,1550,NULL,NULL
13056,"Ramasarma, T. and Giri, K.V.",Phosphoglucose isomerase of green gram (Phaseolus radiatus).,1956,62,91,96,NULL,NULL
13057,"Tsuboi, K.K., Estrada, J. and Hudson, P.B.","Enzymes of the human erythrocytes. IV. Phosphoglucose isomerase, purification and properties. ",1958,231,19,29,NULL,NULL
13058,"Ashwell, G., Wahba, A.J. and Hickman, J.",Uronic acid metabolism in bacteria. I. Purification and properties of uronic acid isomerase in Escherichia coli.,1960,235,1559,1565,NULL,NULL
13059,"Kilgore, W.W. and Starr, M.P.",Catabolism of galacturonic and glucuronic acids by Erwinia carotovora.,1959,234,2227,2235,NULL,NULL
13060,"Volk, W.A.",Purification and properties of phosphoarabinoisomerase from Propionibacterium pentosaceum.,1960,235,1550,1553,NULL,NULL
13061,"Domagk, G.F. and Zech, R.",Ueber den Abbau der Desoxyzucker durch Bakterienenzyme. I. L-rhamnose-Isomerase aus Lactobacillus plantarum.,1963,339,145,153,14095156,NULL
13062,"Leang, K., Takada, G., Ishimura, A., Okita, M., Izumori, K.","Cloning, nucleotide sequence, and overexpression of the L-rhamnose isomerase gene from Pseudomonas stutzeri in Escherichia coli.",2004,70,3298,3304,15184124,NULL
13063,"Korndorfer, I. P., Fessner, W. D., Matthews, B. W.",The structure of rhamnose isomerase from Escherichia coli and its relation with xylose isomerase illustrates a change between inter and intra-subunit complementation during evolution.,2000,300,917,933,10891278,NULL
13064,"Yoshida, H., Yamada, M., Ohyama, Y., Takada, G., Izumori, K., Kamitori, S.",The structures of L-rhamnose isomerase from Pseudomonas stutzeri in complexes with L-rhamnose and D-allose provide insights into broad substrate specificity.,2007,365,1505,1516,17141803,NULL
13065,"Anderson, R.L. and Allison, D.P.",Purification and characterization of D-lyxose isomerase. ,1965,240,2367,2372,NULL,NULL
13066,"Margolies, M.N. and Goldberger, R.F.",Isolation of the fourth (isomerase) of histidine biosynthesis from Salmonella typhimurium.,1966,241,3262,3269,5330429,67004792
13067,"Preiss, J.",4-deoxy-L-threo-5-hexosulose uronic acid isomerase.,1966,9,602,604,NULL,NULL
13068,"Condemine, G., Robert-Baudouy, J.",Analysis of an Erwinia chrysanthemi gene cluster involved in pectin degradation.,1991,5,2191,2202,1766386,NULL
13069,"Dunten, P., Jaffe, H., Aksamit, R. R.",Crystallization of 5-keto-4-deoxyuronate isomerase from Escherichia coli.,1998,54,678,680,9761873,NULL
13070,"Crowther, R. L., Georgiadis, M. M.",The crystal structure of 5-keto-4-deoxyuronate isomerase from Escherichia coli.,2005,61,680,684,16152643,NULL
13071,"Izumori, K., Rees, A.W. and Elbein, A.D.","Purification, crystallization, and properties of D-ribose isomerase from Mycobacterium smegmatis.",1975,250,8085,8087,240851,76025042
13072,"Martin, K.O., Oh, S.-W., Lee, H.J. and Monder, C.",Studies on 21-(3)H-labeled corticosteroids: evidence for isomerization of the ketol side chain of 11-deoxycorticosterone by a hamster liver enzyme. ,1977,16,3803,3809,901753,78000261
13073,"Monder, C., Martin, K.O. and Bogumil, J.",Presence of epimerase activity in hamster liver corticosteroid side chain isomerase. ,1980,255,7192,7198,7391077,80227908
13074,"De Windt, F.E. and van der Drift, D.",Purification and some properties of hydroxypyruvate isomerase of Bacillus fastidiosus.,1980,613,556,562,7448201,81086999
13075,"Ghoda, L.Y., Savarese, T.M., Dexter, D.L., Parks, R.E., Jr., Trackman, P.C. and Abeles, R.H.",Characterization of a defect in the pathway for converting 5'-deoxy-5'-methylthioadenosine to methionine in a subline of a cultured heterogeneous human colon carcinoma.,1984,259,6715,6719,6725268,NULL
13076,"Trackman, P.C. and Abeles, R.H.",Methionine synthesis from 5'-S-methylthioadenosine. Resolution of enzyme-activities and identification of 1-phospho-5-S-methylthioribulose.,1983,258,6717,6720,6853500,NULL
13077,"Furfine, E.S. and Abeles, R.H.",Intermediates in the conversion of 5'-S-methylthioadenosine to methionine in Klebsiella pneumoniae.,1988,263,9598,9606,2838472,NULL
13078,"Braus, G.H., Luger, K., Paravicini, G., Schmidheini, T., Kirschner, K. and Huetter, R.",The role of the TRP1 gene in yeast tryptophan biosynthesis. ,1988,263,7868,7875,3286643,88227993
13079,"Creighton, T.E. and Yanofsky, C.","Chorismate to tryptophan (Escherichia coli) - anthranilate synthetase, PR transferase, PRA isomerase, InGP synthetase, tryptophan synthetase.",1970,17A,365,380,NULL,NULL
13080,"Huetter, R., Niederberger, P. and DeMoss, J.A.",Tryptophan biosynthetic genes in eukaryotic microorganisms.,1986,40,55,77,NULL,NULL
13081,"GREEN, M., COHEN, S. S.",Enzymatic conversion of L-fucose to L-fuculose.,1956,219,557,568,13319278,89315234
13082,"Lu, Z. and Lin, E.C.C.",The nucleotide sequence of Escherichia coli genes for L-fucose dissimilation.,1989,17,4883,4884,2664711,NULL
13083,"Seemann, J. E., Schulz, G. E.",Structure and mechanism of L-fucose isomerase from Escherichia coli.,1997,273,256,268,9367760,NULL
13084,"Ju, Y. H., Oh, D. K.","Characterization of a recombinant L-fucose isomerase from Caldicellulosiruptor saccharolyticus that isomerizes L-fucose, D-arabinose, D-altrose, and L-galactose.",2010,32,299,304,19856146,NULL
13085,"De Vos, W.M., Boerrigter, I., Van Rooijen, R.J., Reiche, B., Hengstenberg, W.",Characterization of the lactose-specific enzymes of the phosphotransferase system in Lactococcus lactis.,1990,265,22554,22560,2125052,91093107
13086,"Van Rooijen, R.J., Van Schalkwijk, S., De Vos, W.M.","Molecular cloning, characterization, and nucleotide sequence of the tagatose 6-phosphate pathway gene cluster of the lactose operon of Lactococcus lactis.",1991,266,7176,7181,1901863,91201377
13087,"Ferenci, T., Strom, T. and Quayle, J.R.",Purification and properties of 3-hexulose phosphate synthase and phospho-3-hexuloisomerase from Methylococcus capsulatus.,1974,144,477,486,4219834,NULL
13088,"Yurimoto, H., Kato, N. and Sakai, Y.","Assimilation, dissimilation, and detoxification of formaldehyde, a central metabolic intermediate of methylotrophic metabolism.",2005,5,367,375,16278835,NULL
13089,"Kato, N., Yurimoto, H. and Thauer, R.K.",The physiological role of the ribulose monophosphate pathway in bacteria and archaea.,2006,70,10,21,16428816,NULL
13090,"Orita, I., Yurimoto, H., Hirai, R., Kawarabayasi, Y., Sakai, Y. and Kato, N.",The archaeon Pyrococcus horikoshii possesses a bifunctional enzyme for formaldehyde fixation via the ribulose monophosphate pathway.,2005,187,3636,3642,15901685,NULL
13091,"Martinez-Cruz, L.A., Dreyer, M.K., Boisvert, D.C., Yokota, H., Martinez-Chantar, M.L., Kim, R. and Kim, S.H.",Crystal structure of MJ1247 protein from M. jannaschii at 2.0 A resolution infers a molecular function of 3-hexulose-6-phosphate isomerase.,2002,10,195,204,11839305,NULL
13092,"Taylor, E.J., Charnock, S.J., Colby, J., Davies, G.J. and Black, G.W.","Cloning, purification and characterization of the 6-phospho-3-hexulose isomerase YckF from Bacillus subtilis.",2001,57,1138,1140,11468398,NULL
13093,"Kneidinger, B., Marolda, C., Graninger, M., Zamyatina, A., McArthur, F., Kosma, P., Valvano, M. A., Messner, P.",Biosynthesis pathway of ADP-L-glycero-beta-D-manno-heptose in Escherichia coli.,2002,184,363,369,11751812,NULL
13094,"Kneidinger, B., Graninger, M., Puchberger, M., Kosma, P., Messner, P.",Biosynthesis of nucleotide-activated D-glycero-D-manno-heptose.,2001,276,20935,20944,11279237,NULL
13095,"Valvano, M. A., Messner, P., Kosma, P.",Novel pathways for biosynthesis of nucleotide-activated glycero-manno-heptose precursors of bacterial glycoproteins and cell surface polysaccharides.,2002,148,1979,1989,12101286,NULL
13096,"Kim, M. S., Shin, D. H.",A preliminary X-ray study of sedoheptulose-7-phosphate isomerase from Burkholderia pseudomallei.,2009,65,1110,1112,19923728,NULL
13097,"Taylor, P. L., Blakely, K. M., de Leon, G. P., Walker, J. R., McArthur, F., Evdokimova, E., Zhang, K., Valvano, M. A., Wright, G. D., Junop, M. S.","Structure and function of sedoheptulose-7-phosphate isomerase, a critical enzyme for lipopolysaccharide biosynthesis and a target for antibiotic adjuvants.",2008,283,2835,2845,18056714,NULL
13098,"Sato, T., Atomi, H., Imanaka, T.",Archaeal type III RuBisCOs function in a pathway for AMP metabolism.,2007,315,1003,1006,17303759,NULL
13099,"Aono, R., Sato, T., Yano, A., Yoshida, S., Nishitani, Y., Miki, K., Imanaka, T., Atomi, H.","Enzymatic characterization of AMP phosphorylase and ribose-1,5-bisphosphate isomerase functioning in an archaeal AMP metabolic pathway.",2012,194,6847,6855,23065974,NULL
13100,"Nakamura, A., Fujihashi, M., Aono, R., Sato, T., Nishiba, Y., Yoshida, S., Yano, A., Atomi, H., Imanaka, T., Miki, K.","Dynamic, ligand-dependent conformational change triggers reaction of ribose-1,5-bisphosphate isomerase from Thermococcus kodakarensis KOD1.",2012,287,20784,20796,22511789,NULL
