id_enzyme,ec1,ec2,ec3,ec4,"accepted_name,",systematic_name,cofactors,activity,history
5836,4,2,3,120,(-)-beta-pinene synthase,"Geranyl-diphosphate diphosphate-lyase (cyclizing, (-)-beta-pinene-forming)",NULL,Geranyl diphosphate = (-)-beta-pinene + diphosphate.,EC 4.2.3.120 created 2012
5837,4,2,3,121,(+)-alpha-pinene synthase,"Geranyl-diphosphate diphosphate-lyase (cyclizing, (+)-alpha-pinene-forming)",NULL,Geranyl diphosphate = (+)-alpha-pinene + diphosphate.,EC 4.2.3.121 created 2012
5838,4,2,3,122,(+)-beta-pinene synthase,Geranyl-diphosphate diphosphate-lyase ((+)-beta-pinene-forming),NULL,Geranyl diphosphate = (+)-beta-pinene + diphosphate.,EC 4.2.3.122 created 2012
5839,4,2,3,123,Beta-sesquiphellandrene synthase,"(2E,6E)-farnesyl diphosphate diphosphate-lyase (cyclizing, beta-sesquiphellandrene-forming)",NULL,"(2E,6E)-farnesyl diphosphate = beta-sesquiphellandrene + diphosphate.",EC 4.2.3.123 created 2012
5840,4,2,3,124,2-deoxy-scyllo-inosose synthase,D-glucose-6-phosphate phosphate-lyase  (2-deoxy-scyllo-inosose-forming),Cobalt.,D-glucose-6-phosphate = 2-deoxy-L-scyllo-inosose + phosphate.,EC 4.2.3.124 created 2012
5841,4,2,3,125,Alpha-muurolene synthase,"(2E,6E)-farnesyl diphosphate-diphosphate-lyase (cyclizing, alpha-muurolene-forming)",NULL,"(2E,6E)-farnesyl diphosphate = alpha-muurolene + diphosphate.",EC 4.2.3.125 created 2012
5842,4,2,3,126,Gamma-muurolene synthase,"(2E,6E)-farnesyl-diphosphate diphosphate-lase (cyclizing, gamma-muurolene-forming)",NULL,"(2E,6E)-farnesyl diphosphate = gamma-muurolene + diphosphate.",EC 4.2.3.126 created 2012
5843,4,2,3,127,Beta-copaene synthase,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, beta-copaene-forming)",Magnesium.,"(2E,6E)-farnesyl diphosphate = beta-copaene + diphosphate.",EC 4.2.3.127 created 2012
5844,4,2,3,128,Beta-cubebene synthase,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, beta-cubebene-forming)",NULL,"(2E,6E)-farnesyl diphosphate = beta-cubebene + diphosphate.",EC 4.2.3.128 created 2012
5845,4,2,3,129,(+)-sativene synthase,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, (+)-sativene-forming)",NULL,"(2E,6E)-farnesyl diphosphate = (+)-sativene + diphosphate.",EC 4.2.3.129 created 2012
5846,4,2,3,130,Tetraprenyl-beta-curcumene synthase,"All-trans-heptaprenyl-diphosphate diphosphate-lyase (cyclizing, tetraprenyl-beta-curcumene-forming)",NULL,All-trans-heptaprenyl diphosphate = tetraprenyl-beta-curcumene +diphosphate.,EC 4.2.3.130 created 2012
5847,4,2,3,131,Miltiradiene synthase,"(+)-copaly-diphosphate diphosphate-lyase (cyclizing, miltiradiene-forming)",NULL,(+)-copalyl diphosphate = miltiradiene + diphosphate.,EC 4.2.3.131 created 2012
5848,4,2,3,132,Neoabietadiene synthase,"(+)-copaly-diphosphate diphosphate-lyase (cyclizing, neoabietadiene-forming)",NULL,(+)-copalyl diphosphate = neoabietadiene + diphosphate.,EC 4.2.3.132 created 2012
5849,4,2,3,133,Alpha-copaene synthase,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, alpha-copaene-forming)",NULL,"(2E,6E)-farnesyl diphosphate = alpha-copaene + diphosphate.",EC 4.2.3.133 created 2012
5850,4,2,3,134,5-phosphonooxy-L-lysine phospho-lyase,(5R)-5-phosphonooxy-L-lysine phosphate-lyase (deaminating; (S)-2-amino-6-oxohexanoate-forming),Pyridoxal 5'-phosphate.,(5R)-5-phosphonooxy-L-lysine + H(2)O = (S)-2-amino-6-oxohexanoate + NH(3)+ phosphate.,EC 4.2.3.134 created 2012
5851,4,2,3,135,Delta(6)-protoilludene synthase,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, Delta(6)-protoilludene-forming)",NULL,"(2E,6E)-farnesyl diphosphate = Delta(6)-protoilludene + diphosphate.",EC 4.2.3.135 created 2012
5852,4,2,3,136,Alpha-isocomene synthase,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, (-)-alpha-isocomene-forming)",NULL,"(2E,6E)-farnesyl diphosphate = (-)-alpha-isocomene + diphosphate.",EC 4.2.3.136 created 2012
5853,4,2,3,137,(E)-2-epi-beta-caryophyllene synthase,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, (E)-2-epi-beta-caryophyllene-forming)",NULL,"(2E,6E)-farnesyl diphosphate = (E)-2-epi-beta-caryophyllene +diphosphate.",EC 4.2.3.137 created 2012
5854,4,2,3,138,(+)-epi-alpha-bisabolol synthase,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, (+)-epi-alpha-bisabolol-forming)",NULL,"(2E,6E)-farnesyl diphosphate + H(2)O = (+)-epi-alpha-bisabolol +diphosphate.",EC 4.2.3.138 created 2012
5855,4,2,3,139,"Valerena-4,7(11)-diene synthase","(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, valerena-4,7(11)-diene-forming)",NULL,"(2E,6E)-farnesyl diphosphate = valerena-4,7(11)-diene + diphosphate.",EC 4.2.3.139 created 2012
5856,4,2,3,140,Cis-abienol synthase,(13E)-8-alpha-hydroxylabd-13-en-15-yl-diphosphate-lyase (cis-abienol forming),NULL,(13E)-8-alpha-hydroxylabd-13-en-15-yl diphosphate = cis-abienol +diphosphate.,EC 4.2.3.140 created 2012
5857,4,2,3,141,Sclareol synthase,(13E)-8-alpha-hydroxylabd-13-en-15-yl-diphosphate-lyase (sclareol forming),Manganese or magnesium.,(13E)-8-alpha-hydroxylabd-13-en-15-yl diphosphate + H(2)O = sclareol +diphosphate.,EC 4.2.3.141 created 2013
5858,4,2,3,142,"7-epizingiberene synthase ((2Z,6Z)-farnesyl diphosphate cyclizing)","(2Z,6Z)-farnesyl-diphosphate lyase (cyclizing; 7-epizingiberene-forming)",NULL,"(2Z,6Z)-farnesyl diphosphate = 7-epizingiberene + diphosphate.",EC 4.2.3.142 created 2013
5859,4,2,3,143,Kunzeaol synthase,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (kunzeaol forming)",NULL,"(2E,6E)-farnesyl diphosphate + H(2)O = kunzeaol + diphosphate.",EC 4.2.3.143 created 2013
5860,4,2,3,144,Geranyllinalool synthase,"Geranylgeranyl diphosphate diphosphate-lyase ((E,E)-geranyllinalool-forming)",NULL,"Geranylgeranyl diphosphate + H(2)O = (E,E)-geranyllinalool + diphosphate.",EC 4.2.3.144 created 2013
5861,4,2,3,n1,NULL,NULL,NULL,NULL,NULL
5862,4,2,3,n2,Delta-selinene synthase,"Farnesyl-diphosphate diphosphate-lyase (cyclizing, delta-selinene-forming)",Magnesium.,"(1) Farnesyl-diphosphate = delta-selinene + diphosphate.(2) Farnesyl-diphosphate = (E,E)-germacrene B + diphosphate.(3) Farnesyl-diphosphate = guaia-6,9-diene + diphosphate.(4) Farnesyl-diphosphate = germacrene A + diphosphate.(5) Farnesyl-diphosphate = (+)-delta-cadinene + diphosphate.",EC 4.2.3.n2 created 2010
5863,4,2,3,n3,NULL,NULL,NULL,NULL,Preliminary entry into NC-IUBMB
5864,4,2,3,n4,NULL,NULL,NULL,NULL,Preliminary entry into NC-IUBMB
5865,4,2,3,n5,NULL,NULL,NULL,NULL,EC 4.2.3.n5 created 2010
5866,4,2,3,n6,NULL,NULL,NULL,NULL,Preliminary entry into NC-IUBMB
5867,4,2,3,n7,NULL,NULL,NULL,NULL,Preliminary entry into NC-IUBMB
5868,4,2,3,n8,NULL,NULL,NULL,NULL,Preliminary entry into NC-IUBMB
5869,4,2,3,n9,NULL,NULL,NULL,NULL,NULL
5870,4,2,3,n10,NULL,NULL,NULL,NULL,Preliminary entry into NC-IUBMB
5871,4,2,3,n11,Selinene synthase,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (selinene-forming)",NULL,"(1) (2E,6E)-farnesyl diphosphate = alpha-selinene + diphosphate.(2) (2E,6E)-farnesyl diphosphate = beta-selinene + diphosphate.",EC 4.2.3.n11 created 2011
5872,4,2,3,n12,NULL,NULL,NULL,NULL,EC 4.2.3.n12 created 2011
5873,4,2,3,n13,NULL,NULL,NULL,NULL,Preliminary entry into NC-IUBMB
5874,4,2,3,n14,NULL,NULL,NULL,NULL,Preliminary entry into NC-IUBMB
5875,4,2,99,1,NULL,NULL,NULL,NULL,"EC 4.2.99.1 created 1961, deleted 1972"
5876,4,2,99,2,NULL,NULL,NULL,NULL,"EC 4.2.99.2 created 1961, deleted 2000"
5877,4,2,99,3,NULL,NULL,NULL,NULL,"EC 4.2.99.3 created 1965, deleted 1972"
5878,4,2,99,4,NULL,NULL,NULL,NULL,"EC 4.2.99.4 created 1965, deleted 1972"
5879,4,2,99,5,NULL,NULL,NULL,NULL,NULL
5880,4,2,99,6,NULL,NULL,NULL,NULL,"EC 4.2.99.6 created 1965, deleted 1972"
5881,4,2,99,7,NULL,NULL,NULL,NULL,"EC 4.2.99.7 created 1972, deleted 2000"
5882,4,2,99,8,NULL,NULL,NULL,NULL,"EC 4.2.99.8 created 1972, modified 1976, modified 1990, deleted 2002"
5883,4,2,99,9,NULL,NULL,NULL,NULL,"EC 4.2.99.9 created 1972, deleted 2002"
5884,4,2,99,10,NULL,NULL,NULL,NULL,"EC 4.2.99.10 created 1972, deleted 2002"
5885,4,2,99,11,NULL,NULL,NULL,NULL,"EC 4.2.99.11 created 1972, deleted 2000"
5886,4,2,99,12,Carboxymethyloxysuccinate lyase,Carboxymethyloxysuccinate glycolate-lyase (fumarate-forming),NULL,Carboxymethyloxysuccinate = fumarate + glycolate.,EC 4.2.99.12 created 1976
5887,4,2,99,13,NULL,NULL,NULL,NULL,"EC 4.2.99.13 created 1984, deleted 2002"
5888,4,2,99,14,NULL,NULL,NULL,NULL,"EC 4.2.99.14 created 1989, deleted 2002"
5889,4,2,99,15,NULL,NULL,NULL,NULL,"EC 4.2.99.15 created 1989, deleted 2002"
5890,4,2,99,16,NULL,NULL,NULL,NULL,"EC 4.2.99.16 created 1990, deleted 2002"
5891,4,2,99,17,NULL,NULL,NULL,NULL,"EC 4.2.99.17 created 1992, deleted 1992"
5892,4,2,99,18,DNA-(apurinic or apyrimidinic site) lyase,DNA-(apurinic or apyrimidinic site) 5'-phosphomonoester-lyase,NULL,"The C-O-P bond 3' to the apurinic or apyrimidinic site in DNA is brokenby a beta-elimination reaction, leaving a 3'-terminal unsaturated sugarand a product with a terminal 5'-phosphate.","EC 4.2.99.18 created 1978 as EC 3.1.25.2, transferred 1992 to EC 4.2.99.18"
5893,4,2,99,19,NULL,NULL,NULL,NULL,"EC 4.2.99.19 created 2001, deleted 2005"
5894,4,2,99,20,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","5-enolpyruvoyl-6-hydroxy-2-succinylcyclohex-3-ene-1-carboxylate pyruvate-lyase ((1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate-forming)",NULL,"5-enolpyruvoyl-6-hydroxy-2-succinylcyclohex-3-ene-1-carboxylate =(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate + pyruvate.","EC 4.2.99.20 created 2008 (EC 2.5.1.64 created 2003, part-incorporated 2008)"
5895,4,2,99,21,Isochorismate lyase,Isochorismate pyruvate-lyase (salicylate-forming),NULL,Isochorismate = salicylate + pyruvate.,EC 4.2.99.1 created 2010
5896,4,2,99,22,Tuliposide A-converting enzyme,6-tuliposide A D-glucose-lyase (tulipalin A forming),NULL,6-tuliposide A = tulipalin A + D-glucose.,EC 4.2.99.22 created 2013
5897,4,2,99,n1,NULL,NULL,NULL,NULL,NULL
5898,4,3,1,1,Aspartate ammonia-lyase,L-aspartate ammonia-lyase (fumarate-forming),NULL,L-aspartate = fumarate + NH(3).,EC 4.3.1.1 created 1961
5899,4,3,1,2,Methylaspartate ammonia-lyase,L-threo-3-methylaspartate ammonia-lyase (mesaconate-forming),Cobalamin.,L-threo-3-methylaspartate = mesaconate + NH(3).,EC 4.3.1.2 created 1961
5900,4,3,1,3,Histidine ammonia-lyase,L-histidine ammonia-lyase (urocanate-forming),NULL,L-histidine = urocanate + NH(3).,"EC 4.3.1.3 created 1961, modified 2008"
5901,4,3,1,4,Formimidoyltetrahydrofolate cyclodeaminase,"5-formimidoyltetrahydrofolate ammonia-lyase (cyclizing; 5,10-methenyltetrahydrofolate-forming)",NULL,"5-formimidoyltetrahydrofolate = 5,10-methenyltetrahydrofolate + NH(3).","EC 4.3.1.4 created 1961, modified 2000"
5902,4,3,1,5,NULL,NULL,NULL,NULL,"EC 4.3.1.5 created 1965, deleted 2008"
5903,4,3,1,6,Beta-alanyl-CoA ammonia-lyase,Beta-alanyl-CoA ammonia-lyase (acryloyl-CoA-forming),NULL,Beta-alanyl-CoA = acryloyl-CoA + NH(3).,EC 4.3.1.6 created 1965
5904,4,3,1,7,Ethanolamine ammonia-lyase,Ethanolamine ammonia-lyase (acetaldehyde-forming),Cobalamin.,Ethanolamine = acetaldehyde + NH(3).,EC 4.3.1.7 created 1972
5905,4,3,1,8,NULL,NULL,NULL,NULL,"EC 4.3.1.8 created 1972, modified 1982, modified 1989, deleted 2003"
5906,4,3,1,9,Glucosaminate ammonia-lyase,D-glucosaminate ammonia-lyase (isomerizing; 2-dehydro-3-deoxy-D-gluconate-forming),Pyridoxal 5'-phosphate.,D-glucosaminate = 2-dehydro-3-deoxy-D-gluconate + NH(3).,"EC 4.3.1.9 created 1972 (EC 4.3.1.21 created 1965 as EC 4.2.1.26, transferred 2002 to EC 4.3.1.21, incorporated 2004)"
5907,4,3,1,10,Serine-sulfate ammonia-lyase,L-serine-O-sulfate ammonia-lyase (pyruvate-forming),NULL,L-serine O-sulfate + H(2)O = pyruvate + NH(3) + sulfate.,EC 4.3.1.10 created 1972
5908,4,3,1,11,NULL,NULL,NULL,NULL,NULL
5909,4,3,1,12,Ornithine cyclodeaminase,L-ornithine ammonia-lyase (cyclizing; L-proline-forming),NAD(+).,L-ornithine = L-proline + NH(3).,EC 4.3.1.12 created 1976
5910,4,3,1,13,Carbamoyl-serine ammonia-lyase,O-carbamoyl-L-serine ammonia-lyase (decarboxylating; pyruvate-forming),Pyridoxal 5'-phosphate.,O-carbamoyl-L-serine + H(2)O = pyruvate + 2 NH(3) + CO(2).,EC 4.3.1.13 created 1976
5911,4,3,1,14,3-aminobutyryl-CoA ammonia-lyase,L-3-aminobutyryl-CoA ammonia-lyase (crotonoyl-CoA-forming),NULL,L-3-aminobutyryl-CoA = crotonoyl-CoA + NH(3).,EC 4.3.1.14 created 1999
5912,4,3,1,15,Diaminopropionate ammonia-lyase,"2,3-diaminopropanoate ammonia-lyase (adding water; pyruvate-forming)",Pyridoxal 5'-phosphate.,"2,3-diaminopropionate + H(2)O = pyruvate + 2 NH(3).",EC 4.3.1.15 created 1999
5913,4,3,1,16,Threo-3-hydroxy-L-aspartate ammonia-lyase,Threo-3-hydroxy-L-aspartate ammonia-lyase (oxaloacetate-forming),Pyridoxal 5'-phosphate.,Threo-3-hydroxy-L-aspartate = oxaloacetate + NH(3).,"EC 4.3.1.16 created 2001, modified 2010"
5914,4,3,1,17,L-serine ammonia-lyase,L-serine ammonia-lyase (pyruvate-forming),Pyridoxal 5'-phosphate or iron-sulfur.,L-serine = pyruvate + NH(3).,"EC 4.3.1.17 created 1961 as EC 4.2.1.13, transfered 2001 to EC 4.3.1.17, modified 2014"
5915,4,3,1,18,D-serine ammonia-lyase,D-serine ammonia-lyase (pyruvate-forming),Pyridoxal 5'-phosphate.,D-serine = pyruvate + NH(3).,"EC 4.3.1.18 created 1961 as EC 4.2.1.14, transfered 2001 to EC 4.3.1.18"
5916,4,3,1,19,Threonine ammonia-lyase,L-threonine ammonia-lyase (2-oxobutanoate-forming),Pyridoxal 5'-phosphate or iron-sulfur.,L-threonine = 2-oxobutanoate + NH(3).,"EC 4.3.1.19 created 1961 as EC 4.2.1.16, transferred 2001 to EC 4.3.1.19, modified 2014"
5917,4,3,1,20,Erythro-3-hydroxy-L-aspartate ammonia-lyase,Erythro-3-hydroxy-L-aspartate ammonia-lyase (oxaloacetate-forming),Pyridoxal 5'-phosphate.,Erythro-3-hydroxy-L-aspartate = oxaloacetate + NH(3).,"EC 4.3.1.20 created 1972 as EC 4.2.1.38, transfered 2001 to EC 4.3.1.20, modified 2010"
5918,4,3,1,21,NULL,NULL,NULL,NULL,NULL
5919,4,3,1,22,"3,4-dihydroxyphenylalanine reductive deaminase","3,4-dihydroxy-L-phenylalanine ammonia-lyase (3,4-dihydroxyphenylpropanoate-forming)",NULL,"L-dopa + NADH = 3,4-dihydroxyphenylpropanoate + NAD(+) + NH(3).",EC 4.3.1.22 created 2007
5920,4,3,1,23,Tyrosine ammonia-lyase,L-tyrosine ammonia-lyase (trans-p-hydroxycinnamate-forming),MIO.,L-tyrosine = trans-p-hydroxycinnamate + ammonia.,"EC 4.3.1.23 created 2008 (EC 4.3.1.5 created 1965, part-incorporated 2008)"
5921,4,3,1,24,Phenylalanine ammonia-lyase,L-phenylalanine ammonia-lyase (trans-cinnamate-forming),MIO.,L-phenylalanine = trans-cinnamate + ammonia.,"EC 4.3.1.24 created 2008 (EC 4.3.1.5 created 1965, part-incorporated 2008)"
5922,4,3,1,25,Phenylalanine/tyrosine ammonia-lyase,L-phenylalanine(or L-tyrosine):trans-cinnamate(or trans-p-hydroxycinnamate) ammonia-lyase,MIO.,(1) L-phenylalanine = trans-cinnamate + ammonia.(2) L-tyrosine = trans-p-hydroxycinnamate + ammonia.,"EC 4.3.1.25 created 2008 (EC 4.3.1.5 created 1965, part-incorporated 2008)"
5923,4,3,1,26,NULL,NULL,NULL,NULL,"EC 4.3.1.26 created 2010, deleted 2013"
5924,4,3,1,27,Threo-3-hydroxy-D-aspartate ammonia-lyase,Threo-3-hydroxy-D-aspartate ammonia-lyase (oxaloacetate-forming),Pyridoxal 5'-phosphate.,Threo-3-hydroxy-D-aspartate = oxaloacetate + NH(3).,EC 4.3.1.27 created 2010
5925,4,3,1,28,L-lysine cyclodeaminase,L-lysine ammonia-lyase (cyclizing; ammonia-forming),NAD(+).,L-lysine = L-pipecolate + NH(3).,EC 4.3.1.28 created 2012
5926,4,3,1,29,D-glucosaminate-6-phosphate ammonia lyase,D-glucosaminate-6-phosphate ammonia-lyase (2-dehydro-3-deoxy-6-phospho-D-gluconate-forming),NULL,6-phospho-D-glucosaminate = 2-dehydro-3-deoxy-6-phospho-D-gluconate +NH(3).,EC 4.3.1.29 created 2013
5927,4,3,1,30,"dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase","dTDP-4-amino-4,6-dideoxy-alpha-D-glucopyranose ammonia lyase (dTDP-3-dehydro-4,6-dideoxy-alpha-D-glucopyranose-forming)",Iron-sulfur.,"dTDP-4-amino-4,6-dideoxy-alpha-D-glucopyranose + S-adenosyl-L-methionine+ reduced acceptor = dTDP-3-dehydro-4,6-dideoxy-alpha-D-glucopyranose +NH(3) + L-methionine + 5'-deoxyadenosine + acceptor.",EC 4.3.1.30 created 2011
5928,4,3,2,1,Argininosuccinate lyase,2-(N(omega)-L-arginino)succinate arginine-lyase (fumarate-forming),NULL,2-(N(omega)-L-arginino)succinate = fumarate + L-arginine.,EC 4.3.2.1 created 1961
5929,4,3,2,2,Adenylosuccinate lyase,"N(6)-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)",NULL,"(1) N(6)-(1,2-dicarboxyethyl)AMP = fumarate + AMP.(2) (S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate = fumarate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide.","EC 4.3.2.2 created 1961, modified 2000"
5930,4,3,2,3,Ureidoglycolate lyase,(S)-ureidoglycolate urea-lyase (glyoxylate-forming),NULL,(S)-ureidoglycolate = glyoxylate + urea.,"EC 4.3.2.3 created 1972, modified 2014"
5931,4,3,2,4,Purine imidazole-ring cyclase,"DNA-4,6-diamino-5-formamidopyrimidine C(8)-N(9)-lyase (cyclizing; DNA-adenine-forming)",NULL,"DNA 4,6-diamino-5-formamidopyrimidine = DNA adenine + H(2)O.",EC 4.3.2.4 created 1989
5932,4,3,2,5,Peptidylamidoglycolate lyase,Peptidylamidoglycolate peptidylamide-lyase (glyoxylate-forming),NULL,Peptidylamidoglycolate = peptidyl amide + glyoxylate.,EC 4.3.2.5 created 1992
5933,4,3,2,6,Gamma-L-glutamyl-butirosin B gamma-glutamyl cyclotransferase,Gamma-L-glutamyl-butirosin B gamma-glutamyl cyclotransferase (5-oxoproline producing),NULL,Gamma-L-glutamyl-butirosin B = butirosin B + 5-oxoproline.,EC 4.3.2.6 created 2012
5934,4,3,3,1,3-ketovalidoxylamine C-N-lyase,"4-nitrophenyl-3-ketovalidamine 4-nitroaniline-lyase (5-D-(5/6)-5-C-(hydroxymethyl)-2,6-dihydroxycyclohex-2-en-1-one-forming)",Calcium.,"4-nitrophenyl-3-ketovalidamine = 4-nitroaniline + 5-D-(5/6)-5-C-(hydroxymethyl)-2,6-dihydroxycyclohex-2-en-1-one.",EC 4.3.3.1 created 1989
5935,4,3,3,2,Strictosidine synthase,3-alpha-(S)-strictosidine tryptamine-lyase (secologanin-forming),NULL,3-alpha-(S)-strictosidine + H(2)O = tryptamine + secologanin.,EC 4.3.3.2 created 1990
5936,4,3,3,3,Deacetylisoipecoside synthase,Deacetylisoipecoside dopamine-lyase (secologanin-forming),NULL,Deacetylisoipecoside + H(2)O = dopamine + secologanin.,EC 4.3.3.3 created 2000
5937,4,3,3,4,Deacetylipecoside synthase,Deacetylipecoside dopamine-lyase (secologanin-forming),NULL,Deacetylipecoside + H(2)O = dopamine + secologanin.,EC 4.3.3.4 created 2000
5938,4,3,3,5,4'-demethylrebeccamycin synthase,4'-demethylrebeccamycin D-glucose-lyase,NULL,4'-O-demethylrebeccamycin + H(2)O = dichloro-arcyriaflavin A + beta-D-glucose.,EC 4.3.3.5 created 2010
5939,4,3,3,6,Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing),"D-ribose 5-phosphate,D-glyceraldehyde 3-phosphate pyridoxal 5'-phosphate-lyase",NULL,D-ribose 5-phosphate + D-glyceraldehyde 3-phosphate + L-glutamine =pyridoxal 5'-phosphate + L-glutamate + 3 H(2)O + phosphate.,EC 4.3.3.6 created 2011
5940,4,3,3,7,4-hydroxy-tetrahydrodipicolinate synthase,"L-aspartate-4-semialdehyde hydro-lyase (adding pyruvate and cyclizing; (4S)-4-hydroxy-2,3,4,5-tetrahydro-(2S)-dipicolinate-forming)",NULL,"Pyruvate + L-aspartate-4-semialdehyde = (4S)-4-hydroxy-2,3,4,5-tetrahydro-(2S)-dipicolinate + H(2)O.","EC 4.3.3.7 created 1972 as EC 4.2.1.52, transferred 2012 to EC 4.3.3.7"
5941,4,3,3,n1,NULL,NULL,NULL,NULL,Preliminary entry into NC-IUBMB
5942,4,3,99,1,NULL,NULL,NULL,NULL,"EC 4.3.99.1 created 1972 as EC 3.5.5.3, transferred 1990 to EC 4.3.99.1, deleted 2001"
5943,4,3,99,2,Carboxybiotin decarboxylase,Carboxybiotinyl-[protein] carboxy-lyase,NULL,A carboxybiotinyl-[protein] + 1-2 Na(+)(In) + H(+)(Out) = CO(2) +a biotinyl-[protein] + 1-2 Na(+)(Out).,EC 4.3.99.2 created 2008
5944,4,3,99,3,7-carboxy-7-deazaguanine synthase,"6-carboxy-5,6,7,8-tetrahydropterin ammonia-lyase",Iron-sulfur; Magnesium; S-adenosyl-L-methionine.,"6-carboxy-5,6,7,8-tetrahydropterin = 7-carboxy-7-carbaguanine + NH(3).",EC 4.3.99.3 created 2012
5945,4,3,99,4,Choline trimethylamine-lyase,Choline trimethylamine-lyase (acetaldehyde-forming),NULL,Choline = trimethylamine + acetaldehyde.,EC 4.3.99.4 created 2013
5946,4,4,1,1,Cystathionine gamma-lyase,L-cystathionine cysteine-lyase (deaminating; 2-oxobutanoate-forming),Pyridoxal 5'-phosphate.,L-cystathionine + H(2)O = L-cysteine + NH(3) + 2-oxobutanoate.,"EC 4.4.1.1 created 1961 (EC 4.2.1.15 created 1961, incorporated 1972)"
5947,4,4,1,2,Homocysteine desulfhydrase,L-homocysteine hydrogen-sulfide-lyase (deaminating; 2-oxobutanoate-forming),Pyridoxal 5'-phosphate.,L-homocysteine + H(2)O = H(2)S + NH(3) + 2-oxobutanoate.,EC 4.4.1.2 created 1961
5948,4,4,1,3,Dimethylpropiothetin dethiomethylase,"S,S-dimethyl-beta-propiothetin dimethyl-sulfide-lyase (acrylate-forming)",NULL,"S,S-dimethyl-beta-propiothetin = dimethyl sulfide + acrylate.",EC 4.4.1.3 created 1961
5949,4,4,1,4,Alliin lyase,S-alkyl-L-cysteine S-oxide alkyl-sulfenate-lyase (2-aminoacrylate-forming),Pyridoxal 5'-phosphate.,An S-alkyl-L-cysteine S-oxide = an alkyl sulfenate + 2-aminoacrylate.,EC 4.4.1.4 created 1961
5950,4,4,1,5,Lactoylglutathione lyase,(R)-S-lactoylglutathione methylglyoxal-lyase (isomerizing; glutathione-forming),NULL,(R)-S-lactoylglutathione = glutathione + methylglyoxal.,EC 4.4.1.5 created 1961
5951,4,4,1,6,S-alkylcysteine lyase,S-alkyl-L-cysteine alkylthiol-lyase (deaminating; pyruvate-forming),Pyridoxal 5'-phosphate.,An S-alkyl-L-cysteine + H(2)O = an alkyl thiol + NH(3) + pyruvate.,"EC 4.4.1.6 created 1965, deleted 1972, reinstated 1976"
5952,4,4,1,7,NULL,NULL,NULL,NULL,"EC 4.4.1.7 created 1972, deleted 1976"
5953,4,4,1,8,Cystathionine beta-lyase,L-cystathionine L-homocysteine-lyase (deaminating; pyruvate-forming),Pyridoxal 5'-phosphate.,L-cystathionine + H(2)O = L-homocysteine + NH(3) + pyruvate.,EC 4.4.1.8 created 1972
5954,4,4,1,9,L-3-cyanoalanine synthase,L-cysteine hydrogen-sulfide-lyase (adding hydrogen cyanide; L-3-cyanoalanine-forming),Pyridoxal 5'-phosphate.,L-cysteine + hydrogen cyanide = L-3-cyanoalanine + hydrogen sulfide.,"EC 4.4.1.9 created 1972, deleted 1976, reinstated 1978"
5955,4,4,1,10,Cysteine lyase,L-cysteine hydrogen-sulfide-lyase (adding sulfite; L-cysteate-forming),Pyridoxal 5'-phosphate.,L-cysteine + sulfite = L-cysteate + H(2)S.,EC 4.4.1.10 created 1972
5956,4,4,1,11,Methionine gamma-lyase,L-methionine methanethiol-lyase (deaminating; 2-oxobutanoate-forming),Pyridoxal 5'-phosphate.,L-methionine + H(2)O = methanethiol + NH(3) + 2-oxobutanoate.,EC 4.4.1.11 created 1976
5957,4,4,1,12,NULL,NULL,NULL,NULL,NULL
5958,4,4,1,13,Cysteine-S-conjugate beta-lyase,L-cysteine-S-conjugate thiol-lyase (deaminating; pyruvate-forming),Pyridoxal 5'-phosphate.,RS-CH(2)-CH(NH(3)(+))COO(-) + H(2)O = RSH + NH(3) + pyruvate.,EC 4.4.1.13 created 1981
5959,4,4,1,14,1-aminocyclopropane-1-carboxylate synthase,S-adenosyl-L-methionine methylthioadenosine-lyase (1-aminocyclopropane-1-carboxylate-forming),Pyridoxal 5'-phosphate.,S-adenosyl-L-methionine = 1-aminocyclopropane-1-carboxylate +methylthioadenosine.,EC 4.4.1.14 created 1984
