id_com,comment,id_enz
9431,"Acts on 5'-AMP, ADP, ATP, NAD(+) and adenosine, in decreasing orderof activity.The bacterial enzyme also acts on the deoxy derivatives (cf.EC 3.5.4.6).",5070
9432,The Neurospora crassa enzyme also catalyzes the reactions of EC 1.1.1.23 (histidinol dehydrogenase) and EC 3.6.1.31 (phosphoribosyl-ATP diphosphatase).,5072
9433,The Neurospora crassa enzyme also catalyzes the reactions of EC 1.1.1.23 and EC 3.6.1.31.,5072
9434,The Neurospora crassa enzyme also catalyzes the reactions ofEC 1.1.1.23 and EC 3.6.1.31.,5072
9435,"Catalyzes the deamination of the cytosine moiety of the antibiotics blasticidin S, cytomycin and acetylblasticidin S.",5076
9436,"Catalyzes the deamination of the cytosine group of the antibiotics blasticidin S, cytomycin and acetylblasticidin S.",5076
9437,"Catalyzes the deamination of the cytosine group of the antibioticsblasticidin S, cytomycin and acetylblasticidin S.",5076
9438,"Also acts on isosepiapterin, but more slowly.",5077
9439,"Also acts on isosepiapterin, more slowly.",5077
9440,"Also acts on isosepiapterin, more slowly.",5077
9441,"Two C-N bonds are hydrolyzed, releasing formate, with simultaneous removal of the terminal diphosphate.",5078
9442,"Two C-N bonds are hydrolyzed, releasing formate, with simultaneousremoval of the terminal diphosphate.",5078
9443,The substrate is the product of EC 3.5.4.25 GTP cyclohydrolase II.,5079
9444,The substrate is the product of EC 3.5.4.25.,5079
9445,The substrate is the product of EC 3.5.4.25.,5079
9446,Methanopterin is a pterin analog. The enzyme is involved in the formation of methane from CO(2) in Methanobacterium thermoautotrophicum.,5080
9447,Methanopterin is a pterin analog. Involved in the formation of methane from CO(2) in Methanobacterium thermoautotrophicum.,5080
9448,Methanopterin is a pterin analog.Involved in the formation of methane from CO(2) in Methanobacteriumthermoautotrophicum.,5080
9449,"Requires Mg(2+). This enzyme catalyzes the hydrolysis of the imidazole ring of guanosine 5'-triphosphate, N(7)-methylguanosine 5'-triphosphate or inosine 5'-triphosphate. Xanthosine 5'-triphosphate and ATP are not substrates. It also catalyzes the hydrolysis of diphosphate to form two equivalents of phosphate. Unlike GTP cyclohydrolase II (EC 3.5.4.25), this enzyme does not release formate, but does hydrolyze the diphosphate from GTP to phosphate.",5082
9450,"This enzyme catalyzes the hydrolysis of the imidazole ring of guanosine 5'-triphosphate, N(7)-methylguanosine 5'-triphosphate or inosine 5'-triphosphate. Xanthosine 5'-triphosphate and ATP are not substrates. It also catalyzes the hydrolysis of diphosphate to form two equivalents of phosphate. Unlike EC 3.5.4.25, this enzyme does not release formate, but does hydrolyze the diphosphate from GTP to phosphate.",5082
9451,"This enzyme catalyzes the hydrolysis of the imidazole ring ofguanosine 5'-triphosphate, N(7)-methylguanosine 5'-triphosphate orinosine 5'-triphosphate.Xanthosine 5'-triphosphate and ATP are not substrates.It also catalyzes the hydrolysis of diphosphate to form twoequivalents of phosphate.Unlike EC 3.5.4.25, this enzyme does not release formate, but doeshydrolyze the diphosphate from GTP to phosphate.",5082
9452,"Requires Mg(2+). Is highly specific for dCTP as substrate as dCMP, CTP, CDP, CMP, cytosine or deoxycytosine are not deaminated. While most bacteria require two enzymes to form dUMP from dCTP (EC 3.5.4.13, dCTP deaminase and EC 3.6.1.23, dUTP diphosphatase), the archaeon Methanocaldococcus jannaschii uses a single enzyme to carry out both functions. This enzyme can also act as a dUTP diphosphatase, but more slowly.",5083
9453,"Is highly specific for dCTP as substrate as dCMP, CTP, CDP, CMP, cytosine or deoxycytosine are not deaminated. While most bacteria require two enzymes to form dUMP from dCTP (EC 3.5.4.13 and EC 3.6.1.23), the archaeon Methanocaldococcus jannaschii uses a single enzyme to carry out both functions. This enzyme can also act as a dUTP diphosphatase, but more slowly.",5083
9454,"Is highly specific for dCTP as substrate as dCMP, CTP, CDP, CMP,cytosine or deoxycytosine are not deaminated.While most bacteria require two enzymes to form dUMP from dCTP(EC 3.5.4.13 and EC 3.6.1.23), the archaeon Methanocaldococcusjannaschii uses a single enzyme to carry out both functions.This enzyme can also act as a dUTP diphosphatase, but more slowly.",5083
9455,The enzyme from Thermotoga maritima also functions as S-adenosylhomocysteine deaminase (EC 3.5.4.28) and has some activity against adenosine. Adenosine-5-monophosphate (AMP) and S-adenosyl-L-methionine (SAM) are not substrates. Formerly EC 3.5.4.n1.,5084
9456,The enzyme from Thermotoga maritima also functions asS-adenosylhomocysteine deaminase (EC 3.5.4.28) and has some activityagainst adenosine.Adenosine-5-monophosphate (AMP) and S-adenosyl-L-methionine (SAM) arenot substrates.Formerly EC 3.5.4.n1.,5084
9457,"Zn(2+) is bound to the active site. 8-Oxoguanine is formed via the oxidation of guanine within DNA by reactive oxygen species. If uncorrected, this modification leads to the incorporation of 8-oxoG:A mismatches and eventually to G:C to T:A transversions.",5085
9458,"8-Oxoguanine is formed via the oxidation of guanine within DNA by reactive oxygen species. If uncorrected, this modification leads to the incorporation of 8-oxoG:A mismatches and eventually to G:C to T:A transversions.",5085
9459,"8-Oxoguanine is formed via the oxidation of guanine within DNA byreactive oxygen species.If uncorrected, this modification leads to the incorporation of8-oxoG:A mismatches and eventually to G:C to T:A transversions.",5085
9460,The enzyme is involved in editing of tRNA. The active site contains Zn(2+) (1).,5086
9461,The enzyme is involved in editing of tRNA.,5086
9462,The enzyme is involved in editing of tRNA.,5086
9463,The enzyme deaminates adenosine(37) to inosine in eukaryotic tRNA(Ala) (1). tRNA editing is strictly dependent on Mg(2+) (2).,5087
9464,The enzyme deaminates adenosine(37) to inosine in eukaryotic tRNA(Ala).,5087
9465,The enzyme deaminates adenosine(37) to inosine in eukaryotictRNA(Ala).,5087
9466,The enzyme from Methanopyrus kandleri specifically catalyzes the deamimation of cytosine at poition 8 of tRNA in 30 different tRNAs. This cytosine-to-uracil editing guarantees the proper folding and functionality of the tRNAs.,5088
9467,The enzyme from Methanopyrus kandleri specifically catalyzes thedeamimation of cytosine at poition 8 of tRNA in 30 different tRNAs.This cytosine-to-uracil editing guarantees the proper folding andfunctionality of the tRNAs.,5088
9468,"The apolipoprotein B mRNA editing enzyme complex catalyzes the editing of apolipoprotein B mRNA at cytidine(6666) to uridine, thereby transforming the codon for glutamine-2153 to a termination codon. Editing results in translation of a truncated apolipoprotein B isoform (apoB-48) with distinct functions in lipid transport. The catalytic component (APOBEC-1) contains zinc at the active site (3).",5089
9469,"The apolipoprotein B mRNA editing enzyme complex catalyzes the editing of apolipoprotein B mRNA at cytidine(6666) to uridine, thereby transforming the codon for glutamine-2153 to a termination codon. Editing results in translation of a truncated apolipoprotein B isoform (apoB-48) with distinct functions in lipid transport. The catalytic component (APOBEC-1) contains zinc at the active site.",5089
9470,"The apolipoprotein B mRNA editing enzyme complex catalyzes theediting of apolipoprotein B mRNA at cytidine(6666) to uridine,thereby transforming the codon for glutamine-2153 to a terminationcodon.Editing results in translation of a truncated apolipoprotein Bisoform (apoB-48) with distinct functions in lipid transport.The catalytic component (APOBEC-1) contains zinc at the active site.",5089
9471,This eukaryotic enzyme is involved in RNA editing. It destabilizes double-stranded RNA through conversion of adenosine to inosine. Inositol hexakisphosphate is required for activity (4).,5090
9472,This eukaryotic enzyme is involved in RNA editing. It destabilizes double-stranded RNA through conversion of adenosine to inosine. Inositol hexakisphosphate is required for activity.,5090
9473,This eukaryotic enzyme is involved in RNA editing.It destabilizes double-stranded RNA through conversion of adenosineto inosine.Inositol hexakisphosphate is required for activity.,5090
9474,"The enzyme exclusively catalyzes deamination of cytosine in single-stranded DNA. It preferentially deaminates five-nucleotide bubbles. The optimal target consists of a single-stranded NWRCN motif (W = A or T, R = A or G) (2). The enzyme initiates antibody diversification processes by deaminating immunoglobulin sequences.",5091
9475,"The enzyme exclusively catalyzes deamination of cytosine in single-stranded DNA. It preferentially deaminates five-nucleotide bubbles. The optimal target consists of a single-stranded NWRCN motif (W = A or T, R = A or G). The enzyme initiates antibody diversification processes by deaminating immunoglobulin sequences.",5091
9476,"The enzyme exclusively catalyzes deamination of cytosine in single-stranded DNA.It preferentially deaminates five-nucleotide bubbles.The optimal target consists of a single-stranded NWRCN motif (W =A or T, R = A or G).The enzyme initiates antibody diversification processes bydeaminating immunoglobulin sequences.",5091
9477,"Requires Fe(2+). A zinc protein. The enzyme is involved in methanopterin biosynthesis in methanogenic archaea. cf. GTP cyclohydrolase I (EC 3.5.4.16), GTP cyclohydrolase II (EC 3.5.4.25) and GTP cyclohydrolase IIa (EC 3.5.4.29).",5092
9478,"The enzyme is involved in methanopterin biosynthesis in methanogenic archaea. Cf. EC 3.5.4.16, EC 3.5.4.25 and EC 3.5.4.29. Formerly EC 3.5.4.n2.",5092
9479,"The enzyme is involved in methanopterin biosynthesis in methanogenicarchaea.Cf. EC 3.5.4.16, EC 3.5.4.25 and EC 3.5.4.29.Formerly EC 3.5.4.n2.",5092
9480,"The enzyme, found in several bacterial species, is part of the futalosine pathway for menaquinone biosynthesis.",5093
9481,"The enzyme, found in several bacterial species, is part of thefutalosine pathway for menaquinone biosynthesis.",5093
9482,"Acts on a wide range of aromatic nitriles including (indol-3-yl)acetonitrile, and also on some aliphatic nitriles, and on the corresponding acid amides. cf. EC 4.2.1.84 nitrile hydratase.",5096
9483,"Acts on a wide range of aromatic nitriles including (indol-3-yl)acetonitrile, and also on some aliphatic nitriles, and on the corresponding acid amides (cf. EC 4.2.1.84).",5096
9484,"Acts on a wide range of aromatic nitriles including (indol-3-yl)acetonitrile, and also on some aliphatic nitriles, and on thecorresponding acid amides (cf. EC 4.2.1.84).",5096
9485,"L-asparagine is formed as an intermediate. cf. EC 4.2.1.65, 3-cyanoalanine hydratase and EC 3.5.1.1, asparaginase.",5099
9486,L-asparagine is formed as an intermediate. Cf. EC 4.2.1.65 and EC 3.5.1.1.,5099
9487,L-asparagine is formed as an intermediate.Cf. EC 4.2.1.65 and EC 3.5.1.1.,5099
9488,"Requires thiol compounds. Also hydrolyzes other 4-substituted phenylacetonitriles, thien-2-ylacetonitrile, tolylacetonitriles, and, more slowly, benzyl cyanide.",5100
9489,"Requires thiol compounds.Also hydrolyzes other 4-substituted phenylacetonitriles, thien-2-ylacetonitrile, tolylacetonitriles, and, more slowly, benzyl cyanide.",5100
9490,Involved in the bacterial degradation of the herbicide bromoxynil. Highly specific.,5101
9491,Involved in the bacterial degradation of the herbicide bromoxynil.Highly specific.,5101
9492,"Preferentially hydrolyzes aliphatic nitriles, some of which are apparently not substrates for other known nitrilases (EC 3.5.5.1). Substrates include crotononitrile, acrylonitrile and glutaronitrile.",5102
9493,"Preferentially hydrolyzes aliphatic nitriles, some of which are apparently not substrates for other known EC 3.5.5.1. Substrates include crotononitrile, acrylonitrile and glutaronitrile.",5102
9494,"Preferentially hydrolyzes aliphatic nitriles, some of which areapparently not substrates for other known EC 3.5.5.1.Substrates include crotononitrile, acrylonitrile and glutaronitrile.",5102
9495,The enzyme from Thiobacillus thioparus catalyzes the first step in the degradation of thiocyanate.,5103
9496,The enzyme from Thiobacillus thioparus catalyzes the first step inthe degradation of thiocyanate.,5103
9497,"Previously known as thiaminase II, this enzyme is involved in the regeneration of the thiamine pyrimidine from degraded products, rather than in thiamine degradation, and participates in thiamine salvage pathways.",5105
9498,"Previously known as thiaminase II, this enzyme is involved in theregeneration of the thiamine pyrimidine from degraded products,rather than in thiamine degradation, and participates in thiaminesalvage pathways.",5105
9499,"Involved in a pathway by which the herbicide atrazine, 2-chloro-4-(ethylamino)-6-(isopropylamino)-1,3,5-triazine, is degraded in bacteria via N-isopropylammelide, 2,4-dihydroxy-6-(isopropylamino)-1,3,5-triazine.",5106
9500,"Involved in a pathway by which the herbicide atrazine, 2-chloro-4-(ethylamino)-6-(isopropylamino)-1,3,5-triazine, is degraded inbacteria via N-isopropylammelide, 2,4-dihydroxy-6-(isopropylamino)-1,3,5-triazine.",5106
9501,"Involved in a pathway by which the herbicide atrazine, 2-chloro-4-(ethylamino)-6-(isopopylamino)-1,3,5-triazine, is degraded in bacteria via N-isopropylammelide, 2,4-dihydroxy-6-(isopropylamino)-1,3,5-triazine.",5107
9502,"Involved in a pathway by which the herbicide atrazine, 2-chloro-4-(ethylamino)-6-(isopopylamino)-1,3,5-triazine, is degraded inbacteria via N-isopropylammelide, 2,4-dihydroxy-6-(isopropylamino)-1,3,5-triazine.",5107
9503,"2-aminomuconate is an intermediate in the bacterial biodegradation of nitrobenzene. The enzyme has been isolated from several species, including Pseudomonas pseudocaligenes JS45, Pseudomonas fluorescens KU-7, Pseudomonas sp. AP3 and Burkholderia cenocepacia J2315. The reaction is spontaneous in acid conditions.",5108
9504,"2-aminomuconate is an intermediate in the bacterial biodegradation ofnitrobenzene.The enzyme has been isolated from several species, includingPseudomonas pseudocaligenes JS45, Pseudomonas fluorescens KU-7,Pseudomonas sp. AP3 and Burkholderia cenocepacia J2315.The reaction is spontaneous in acid conditions.",5108
9505,"Formerly EC 5.3.1.10. Isomerization of the aldose-ketose type converts the -CH(-NH(2))-CH=O group of glucosamine 6-phosphate into -C(=NH)-CH(2)-OH, forming 2-deoxy-2-imino-D-arabino-hexitol, which then hydrolyzes to yield fructose 6-phosphate and ammonia. N-acetyl-D-glucosamine 6-phosphate, which is not broken down, activates the enzyme.",5109
9506,"Isomerization of the aldose-ketose type converts the -CH(-NH(2))-CH=O group of glucosamine 6-phosphate into -C(=NH)-CH(2)-OH, forming 2-deoxy-2-imino-D-arabino-hexitol which then hydrolyzes to yield fructose 6-phosphate and ammonia. N-acetyl-D-glucosamine 6-phosphate, which is not broken down, activates the enzyme. Formerly EC 5.3.1.10.",5109
9507,"Isomerization of the aldose-ketose type converts the -CH(-NH(2))-CH=Ogroup of glucosamine 6-phosphate into -C(=NH)-CH(2)-OH, forming2-deoxy-2-imino-D-arabino-hexitol which then hydrolyzes to yieldfructose 6-phosphate and ammonia.N-acetyl-D-glucosamine 6-phosphate, which is not broken down,activates the enzyme.Formerly EC 5.3.1.10.",5109
9508,"A pyridoxal 5'-phosphate enzyme. Its introduction has been used to make fruit ripening dependent on externally added ethylene, as it removes the substrate for endogenous ethylene formation.",5110
9509,"Its introduction has been used to make fruit ripening dependent on externally added ethylene, as it removes the substrate for endogenous ethylene formation. Formerly EC 4.1.99.4.",5110
9510,"Its introduction has been used to make fruit ripening dependent onexternally added ethylene, as it removes the substrate for endogenousethylene formation.Formerly EC 4.1.99.4.",5110
9511,The enzyme catalyzes the initial step in biodegradation of 5-nitroanthranilic acid by Bradyrhizobium sp. strain JS329.,5111
9512,The enzyme catalyzes the initial step in biodegradation of5-nitroanthranilic acid by Bradyrhizobium sp. strain JS329.,5111
9513,The enzyme catalyzes the initial step in the biodegradation of 2-nitroimidazole by the soil bacterium Mycobacterium sp. JS330.,5112
9514,The enzyme catalyzes the initial step in the biodegradation of2-nitroimidazole by the soil bacterium Mycobacterium sp. JS330.,5112
9515,"This enzyme, which has been found in all species and tissues examined, catalyzes the hydrolytic deamination of imine intermediates formed by several types of pyridoxal-5'-phosphate-dependent dehydratases, such as EC 4.3.1.19, threonine ammonia-lyase and EC 4.3.1.17, L-serine ammonia-lyase. The reactions, which can occur spontaneously, are accelerated to minimize the cellular damage that could be caused by these reactive intermediates.",5113
9516,"This enzyme, which has been found in all species and tissues examined, catalyzes the hydrolytic deamination of imine intermediates formed by several types of pyridoxal-5'-phosphate-dependent dehydratases, such as EC 4.3.1.19 and EC 4.3.1.17. The reactions, which can occur spontaneously, are accelerated to minimize the cellular damage that could be caused by these reactive intermediates.",5113
9517,"This enzyme, which has been found in all species and tissuesexamined, catalyzes the hydrolytic deamination of imine intermediatesformed by several types of pyridoxal-5'-phosphate-dependentdehydratases, such as EC 4.3.1.19 and EC 4.3.1.17.The reactions, which can occur spontaneously, are accelerated tominimize the cellular damage that could be caused by these reactiveintermediates.",5113
9518,"Specificity varies with the source and with the activating metal ion. The enzyme from some sources may be identical with EC 3.1.3.1 (alkaline phosphatase) or EC 3.1.3.9 (glucose-6-phosphatase). A form of this enzyme with a molecular mass of about 90 kDa is found in tonoplasts of plants and fungi, where it imports protons from the cytosol into the vacuolar lumen.",5114
9519,Specificity varies with the source and with the activating metal ion. The enzyme from some sources may be identical with EC 3.1.3.1 or EC 3.1.3.9.,5114
9520,Specificity varies with the source and with the activating metal ion.The enzyme from some sources may be identical with EC 3.1.3.1 orEC 3.1.3.9.,5114
9521,Many enzymes previously listed under this number are now listed separately under EC 3.6.3 and EC 3.6.4.,5116
9522,"Many enzymes previously listed under this number are now listed separately as EC 3.6.1.32 to EC 3.6.1.39. The remaining enzymes, not separately listed on the basis of some function coupled with hydrolyzes of ATP, include enzymes dependent on Ca(2+), Mg(2+), anions, H(+) or DNA. Formerly EC 3.6.1.4.",5116
9523,"Many enzymes previously listed under this number are now listedseparately as EC 3.6.1.32 to EC 3.6.1.39.The remaining enzymes, not separately listed on the basis of somefunction coupled with hydrolyzes of ATP, include enzymes dependent onCa(2+), Mg(2+), anions, H(+) or DNA.Formerly EC 3.6.1.4.",5116
9524,"A-Pyrases are active against both di- and triphosphate nucleotides (NDPs and NTPs) and hydrolyze NTPs to nucleotide monophosphates (NMPs) in two distinct successive phosphate-releasing steps, with NDPs as intermediates. They differ from ATPases, which specifically hydrolyze ATP, by hydrolyzing both ATP and ADP. The eukaryotic enzymes requires Ca(2+), but Mg(2+) can substitute. Most of the ecto-ATPases that occur on the cell surface and hydrolyze extracellular nucleotides belong to this enzyme family.",5118
9525,"A-Pyrases are active against both di- and triphosphate nucleotides (NDPs and NTPs) and hydrolyze NTPs to nucleotide monophosphates (NMPs) in two distinct successive phosphate-releasing steps, with NDPs as intermediates. They differ from ATPases, which specifically hydrolyze ATP, by hydrolyzing both ATP and ADP. Most of the ecto-ATPases that occur on the cell surface and hydrolyze extracellular nucleotides belong to this enzyme family.",5118
9526,"Apyrases are active against both di- and triphosphate nucleotides(NDPs and NTPs) and hydrolyze NTPs to nucleotide monophosphates(NMPs) in two distinct successive phosphate-releasing steps, withNDPs as intermediates.They differ from ATPases, which specifically hydrolyze ATP,by hydrolyzing both ATP and ADP.Most of the ecto-ATPases that occur on the cell surface and hydrolyzeextracellular nucleotides belong to this enzyme family.",5118
9527,"The enzyme, which appears to be limited to metazoa, acts on multiple nucleoside diphosphates as well as on D-ribose 5-diphosphate. Specificity depends on species and isoform.",5119
9528,"The enzyme, which appears to be limited to metazoa, acts on multiplenucleoside diphosphates as well as on D-ribose 5-diphosphate.Specificity depends on species and isoform.",5119
9529,"Also acts on ITP, GTP, CTP and UTP.",5121
9530,"Also acts on ITP, GTP, CTP and UTP.",5121
9531,"Substrates include NAD, NADP, FAD, CoA and also ATP and ADP.",5122
9532,"Substrates include NAD(+), NADP(+), FAD, CoA and also ATP and ADP.",5122
9533,"Substrates include NAD(+), NADP(+), FAD, CoA and also ATP and ADP.",5122
9534,The product contains 4 or 5 phosphate residues.,5123
9535,The product contains 4 or 5 phosphate residues.,5123
9536,Also hydrolyzes dCDP to dCMP and phosphate.,5125
9537,Also hydrolyzes dCDP to dCMP and phosphate.,5125
9538,Also acts on inosine tetraphosphate and tripolyphosphate but shows little or no activity with other nucleotides or polyphosphates.,5127
9539,Also acts on inosine tetraphosphate and tripolyphosphate but showslittle or no activity with other nucleotides or polyphosphates.,5127
9540,"The enzyme is found in eukaryotes and thermophilic bacteria, but appears to be absent from mesophilic bacteria. Also hydrolyzes nucleoside diphosphates, thiamine diphosphate and FAD. The enzyme from the plant Pisum sativum (garden pea) is regulated by calmodulin (5).",5128
9541,"The enzyme is found in eukaryotes and thermophilic bacteria, but appears to be absent from mesophilic bacteria. Also hydrolyzes nucleoside diphosphates, thiamine diphosphate and FAD. The enzyme from the plant Pisum sativum (garden pea) is regulated by calmodulin.",5128
9542,"The enzyme is found in eukaryotes and thermophilic bacteria,but appears to be absent from mesophilic bacteria.Also hydrolyzes nucleoside diphosphates, thiamine diphosphate andFAD.The enzyme from the plant Pisum sativum (garden pea) is regulated bycalmodulin.",5128
9543,"Also acts on bis(5'-xanthosyl)-tetraphosphate and, more slowly, on bis(5'-adenosyl)-tetraphosphate and bis(5'-uridyl)-tetraphosphate (cf. EC 3.6.1.41 bis(5'-nucleosyl)-tetraphosphatase (symmetrical)).",5130
9544,"Also acts on bis(5'-xanthosyl)-tetraphosphate and, more slowly, on bis(5'-adenosyl)-tetraphosphate and bis(5'-uridyl)-tetraphosphate (cf. EC 3.6.1.41).",5130
9545,"Also acts on bis(5'-xanthosyl)-tetraphosphate and, more slowly,on bis(5'-adenosyl)-tetraphosphate and bis(5'-uridyl)-tetraphosphate(cf. EC 3.6.1.41).",5130
9546,The plant enzyme also hydrolyzes NAD(+) and NADH; the animal enzyme hydrolyzes NAD(+) and CoA at about half of the rate of hydrolysis of FAD. May be identical with EC 3.6.1.9 nucleotide diphosphatase.,5131
9547,The plant enzyme also hydrolyzes NAD(+) and NADH; the animal enzyme hydrolyzes NAD(+) and CoA at about half of the rate of hydrolysis of FAD. May be identical with EC 3.6.1.9.,5131
9548,The plant enzyme also hydrolyzes NAD(+) and NADH; the animal enzymehydrolyzes NAD(+) and CoA at about half of the rate of hydrolysis ofFAD.May be identical with EC 3.6.1.9.,5131
9549,May be identical with EC 3.6.1.9 nucleotide diphosphatase.,5132
9550,May be identical with EC 3.6.1.9.,5132
9551,May be identical with EC 3.6.1.9.,5132
9552,Also acts on inosine and uridine compounds.,5133
9553,Also acts on inosine and uridine compounds.,5133
9554,Has a specificity that is distinct from that of UDP-sugar diphosphatase (EC 3.6.1.45).,5134
9555,Has a distinct specificity from EC 3.6.1.45.,5134
9556,Has a distinct specificity from EC 3.6.1.45.,5134
9557,"Also acts on NADP(+), 3-acetylpyridine and the thionicotinamide analogs of NAD(+) and NADP(+).",5135
9558,"Also acts on NADP(+), 3-acetylpyridine and the thionicotinamideanalogs of NAD(+) and NADP(+).",5135
9559,"Attacks ribonucleoside 5'-nitrophenylphosphates, but is inactive against phosphodiesters.",5137
9560,"Attacks ribonucleoside 5'-nitrophenylphosphates, but is inactiveagainst phosphodiesters.",5137
9561,"Isolated from the bacteria Micrococcus lysodeikticus (1), Escherichia coli (2,3,5,6) and Bacillus subtilis (4). The product of the reaction, ditrans,octacis-undecaprenyl phosphate, is essential for cell wall polysaccharide biosynthesis in these strains.",5140
9562,"Isolated from the bacteria Micrococcus lysodeikticus, Escherichia coli and Bacillus subtilis. The product of the reaction, ditrans,octacis-undecaprenyl phosphate, is essential for cell wall polysaccharide biosynthesis in these strains.",5140
9563,"Isolated from the bacteria Micrococcus lysodeikticus, Escherichiacoli and Bacillus subtilis.The product of the reaction, ditrans,octacis-undecaprenyl phosphate,is essential for cell wall polysaccharide biosynthesis in thesestrains.",5140
9564,The Neurospora crassa enzyme also catalyzes the reactions of EC 1.1.1.23 (histidinol dehydrogenase) and EC 3.5.4.19 (phosphoribosyl-AMP cyclohydrolase).,5144
9565,The Neurospora crassa enzyme also catalyzes the reactions of EC 1.1.1.23 and EC 3.5.4.19.,5144
9566,The Neurospora crassa enzyme also catalyzes the reactions ofEC 1.1.1.23 and EC 3.5.4.19.,5144
9567,"Also acts, more slowly, on dUTP and UTP.",5152
9568,"Also acts, more slowly, on dUTP and UTP.",5152
9569,"Also hydrolyzes other guanosine 5'-triphosphate derivatives with at least one unsubstituted phosphate group on the 3'-position, but not GTP, ATP or adenosine 5'-triphosphate,3'-diphosphate.",5153
9570,"Also hydrolyzes other guanosine 5'-triphosphate derivatives with atleast one unsubstituted phosphate group on the 3'-position, but notGTP, ATP or adenosine 5'-triphosphate,3'-diphosphate.",5153
9571,"Also acts on bis(5'-guanosyl) tetraphosphate and bis(5'-adenosyl) pentaphosphate and, more slowly, on some other polyphosphates, forming a nucleoside bisphosphate as one product in all cases (cf. EC 3.6.1.17 bis(5'-nucleosyl)-tetraphosphatase (asymmetrical)).",5154
9572,"Also acts on bis(5'-guanosyl) tetraphosphate and bis(5'-adenosyl) pentaphosphate, and, more slowly, on some other polyphosphates, forming a nucleoside bisphosphate as one product in all cases (cf. EC 3.6.1.17).",5154
9573,"Also acts on bis(5'-guanosyl) tetraphosphate and bis(5'-adenosyl)pentaphosphate, and, more slowly, on some other polyphosphates,forming a nucleoside bisphosphate as one product in all cases (cf.EC 3.6.1.17).",5154
9574,Also acts on UDP but not on other nucleoside diphosphates and triphosphates.,5155
9575,Also acts on UDP but not on other nucleoside diphosphates andtriphosphates.,5155
9576,"A divalent cation is required for activity. UDP-sugar is the best substrate, although other nucleoside-sugar diphosphates are used as substrates with similar K(m) values but much lower maximum velocities. Thus, this enzyme has a specificity distinct from that of ADP-sugar diphosphatase (EC 3.6.1.21). Some but not all enzymes of this class also appear to have 5'-nucleotidase (see EC 3.1.3.5) activity.",5158
9577,"UDP-sugar is the best substrate, although other nucleoside-sugar diphosphates are used as substrates with similar Km values but much lower maximum velocities. Thus, this enzyme has a specificity distinct from that of EC 3.6.1.21. Some but not all enzymes of this class also appear to have EC 3.1.3.5 activity.",5158
9578,"UDP-sugar is the best substrate, although other nucleoside-sugardiphosphates are used as substrates with similar Km values but muchlower maximum velocities.Thus, this enzyme has a specificity distinct from that ofEC 3.6.1.21.Some but not all enzymes of this class also appear to have EC 3.1.3.5activity.",5158
9579,"This enzyme hydrolyzes the diphosphate bond, leaving a phospho group where a diphospho group had been. It can also act on bis(adenosine) diphosphate.",5165
9580,"This enzyme hydrolyzes the diphosphate bond, leaving a phospho groupwhere a diphospho group had been.It can also act on bis(adenosine) diphosphate.",5165
9581,"Requires Mn(2+), which cannot be replaced by Mg(2+), for activity. ADP-D-ribose, CDP-choline, CDP-ethanolamine and ADP are substrates for this enzyme but ADP-D-glucose, UDP-D-glucose, CDP-D-glucose, CDP, CMP and AMP are not hydrolyzed (2). In rat, the enzyme is found predominantly in thymus and spleen.",5166
9582,"ADP-D-ribose, CDP-choline, CDP-ethanolamine and ADP are substrates for this enzyme but ADP-D-glucose, UDP-D-glucose, CDP-D-glucose, CDP, CMP and AMP are not hydrolyzed.",5166
9583,"ADP-D-ribose, CDP-choline, CDP-ethanolamine and ADP are substratesfor this enzyme but ADP-D-glucose, UDP-D-glucose, CDP-D-glucose, CDP,CMP and AMP are not hydrolyzed.",5166
9584,The enzyme catalyzes a step in the biosynthesis of lipid A.,5167
9585,Formerly EC 3.6.1.n5.,5167
9586,The enzyme catalyzes a step in the biosynthesis of lipid A.Formerly EC 3.6.1.n5.,5167
9587,"This enzyme hydrolyzes the phosphoanhydride bond between the alpha and beta phosphate of 8-oxoguanine-containing nucleoside di- and triphosphates thereby preventing misincorporation of the oxidized purine nucleoside triphosphates into DNA. It does not hydrolyze 2-hydroxy-dATP (cf. EC 3.6.1.56, 2-hydroxy-dATP diphosphatase) (4). Requires Mg(2+).",5168
9588,This enzyme hydrolyzes the phosphoanhydride bond between the alpha and beta phosphate of 8-oxoguanine-containing nucleoside di- and triphosphates thereby preventing misincorporation of the oxidized purine nucleoside triphosphates into DNA. It does not hydrolyze 2-hydroxy-dATP (cf. EC 3.6.1.56).,5168
9589,This enzyme hydrolyzes the phosphoanhydride bond between the alphaand beta phosphate of 8-oxoguanine-containing nucleoside di- andtriphosphates thereby preventing misincorporation of the oxidizedpurine nucleoside triphosphates into DNA.It does not hydrolyze 2-hydroxy-dATP (cf. EC 3.6.1.56).,5168
9590,"The enzyme hydrolyzes oxidized purine nucleoside triphosphates such as 2-hydroxy-dATP, thereby preventing their misincorporation into DNA. It can also recognize 8-oxo-dGTP and 8-oxo-dATP, but with lower efficiency (cf. EC 3.6.1.55, 8-oxo-dGTP diphosphatase) (3).",5169
9591,"The enzyme hydrolyzes oxidized purine nucleoside triphosphates such as 2-hydroxy-dATP, thereby preventing their misincorporation into DNA. It can also recognize 8-oxo-dGTP and 8-oxo-dATP, but with lower efficiency (cf. EC 3.6.1.55).",5169
